color,movie_title,language,country,budget,title_year,aspect_ratio
Color,Stick It ,English,Germany,,2006,1.85
Color,Shorts ,English,USA,40000000,2009,1.85
Color,To Die For ,English,USA,20000000,1995,1.85
 Black and White,Psycho ,English,USA,806947,1960,1.85
Color,My Best Friend's Girl ,English,USA,40000000,2008,1.85
Color,Simon Birch ,English,USA,30000000,1998,1.85
Color,From Dusk Till Dawn ,English,USA,19000000,1996,1.85
Color,Pooh's Heffalump Movie ,English,USA,20000000,2005,1.85
Color,Home for the Holidays ,English,USA,20000000,1995,1.85
Color,The Country Bears ,English,USA,35000000,2002,1.85
Color,21 Grams ,English,USA,20000000,2003,1.85
Color,A Guy Thing ,English,USA,20000000,2003,1.85
Color,Loser ,English,USA,20000000,2000,1.85
Color,Capitalism: A Love Story ,English,USA,,2009,1.85
Color,Disaster Movie ,English,USA,25000000,2008,1.85
Color,The Man Who Knew Too Little ,English,USA,20000000,1997,1.85
Color,What's Your Number? ,English,USA,20000000,2011,1.85
Color,Envy ,English,USA,40000000,2004,1.85
Color,Crank: High Voltage ,English,USA,20000000,2009,1.85
Color,Bullets Over Broadway ,English,USA,20000000,1994,1.85
Color,The Weather Man ,English,USA,22000000,2005,1.85
Color,Ghost Town ,English,USA,20000000,2008,1.85
Color,3 Ninjas Kick Back ,English,USA,20000000,1994,1.85
Color,Mrs Henderson Presents ,English,UK,20000000,2005,1.85
Color,Deconstructing Harry ,English,USA,20000000,1997,1.85
Color,Everyone Says I Love You ,English,USA,20000000,1996,1.85
Color,Death at a Funeral ,English,USA,9000000,2007,1.85
Color,The Man ,English,Germany,33000000,2005,1.85
Color,Code Name: The Cleaner ,English,USA,20000000,2007,1.85
Color,Connie and Carla ,English,USA,20000000,2004,1.85
Color,Inherent Vice ,English,USA,20000000,2014,1.85
Color,Doogal ,English,USA,20000000,2006,1.85
Color,Battle of the Year ,English,USA,20000000,2013,1.85
Color,Machete Kills ,English,Russia,20000000,2013,1.85
Color,A Dangerous Method ,English,UK,15000000,2011,1.85
Color,A Scanner Darkly ,English,USA,8700000,2006,1.85
Color,Chasing Mavericks ,English,USA,20000000,2012,1.85
Color,Birth ,English,USA,20000000,2004,1.85
Color,Princess Mononoke ,Japanese,Japan,2400000000,1997,1.85
Color,Marci X ,English,USA,20000000,2003,1.85
Color,Steamboy ,Japanese,Japan,2127519898,2004,1.85
Color,All Good Things ,English,USA,,2010,1.85
Color,People I Know ,English,USA,22000000,2002,1.85
Color,The Touch ,English,USA,13000,2007,1.85
Color,The Baader Meinhof Complex ,German,Germany,20000000,2008,1.85
Color,Bad Teacher ,English,USA,20000000,2011,1.85
Color,Sea of Love ,English,USA,19000000,1989,1.85
Color,A Cinderella Story ,English,USA,20000000,2004,1.85
Color,I Can Do Bad All by Myself ,English,USA,13000000,2009,1.85
Color,Just Married ,English,USA,18000000,2003,1.85
Color,Thomas and the Magic Railroad ,English,UK,19000000,2000,1.85
Color,Spirited Away ,Japanese,Japan,19000000,2001,1.85
Color,Sex Drive ,English,USA,19000000,2008,1.85
Color,The Nutcracker ,English,USA,19000000,1993,1.85
Color,Kansas City ,English,France,19000000,1996,1.85
Color,Adaptation. ,English,USA,19000000,2002,1.85
Color,Out of Inferno ,Chinese,China,,2013,1.85
Color,The Invention of Lying ,English,USA,18500000,2009,1.85
Color,The Mask ,English,USA,18000000,1994,1.85
Color,Big ,English,USA,18000000,1988,1.85
Color,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,English,USA,18000000,2006,1.85
Color,Deuce Bigalow: Male Gigolo ,English,USA,17000000,1999,1.85
Color,The Family Stone ,English,USA,17000000,2005,1.85
 Black and White,Barbershop 2: Back in Business ,English,USA,18000000,2004,1.85
Color,Bad Santa ,English,USA,18000000,2003,1.85
Color,Predator ,English,USA,15000000,1987,1.85
Color,Mean Girls ,English,USA,17000000,2004,1.85
Color,Under the Tuscan Sun ,English,USA,18000000,2003,1.85
Color,Peggy Sue Got Married ,English,USA,18000000,1986,1.85
Color,Birdman or (The Unexpected Virtue of Ignorance) ,English,USA,18000000,2014,1.85
Color,Honey ,English,USA,25000000,2003,1.85
Color,Glory ,English,USA,18000000,1989,1.85
Color,Spy Hard ,English,USA,18000000,1996,1.85
 Black and White,Raging Bull ,English,USA,18000000,1980,1.85
Color,Love Happens ,English,USA,18000000,2009,1.85
Color,Young Sherlock Holmes ,English,USA,18000000,1985,1.85
Color,127 Hours ,English,USA,18000000,2010,1.85
Color,Small Time Crooks ,English,USA,18000000,2000,1.85
Color,Catch That Kid ,English,USA,18000000,2004,1.85
Color,"I Love You, Beth Cooper ",English,Canada,18000000,2009,1.85
Color,Youth in Revolt ,English,USA,18000000,2009,1.85
Color,The Ice Storm ,English,USA,18000000,1997,1.85
Color,Being Julia ,English,Canada,18000000,2004,1.85
Color,9½ Weeks ,English,USA,17000000,1986,1.85
 Black and White,Ed Wood ,English,USA,18000000,1994,1.85
Color,Megaforce ,English,USA,20000000,1982,1.85
Color,Mao's Last Dancer ,English,Australia,,2009,1.85
 Black and White,The White Ribbon ,German,Germany,12000000,2009,1.85
Color,The Wraith ,English,USA,2700000,1986,1.85
Color,The Salton Sea ,English,USA,18000000,2002,1.85
Color,Day of the Dead ,English,USA,3500000,1985,1.85
Color,Superbad ,English,USA,20000000,2007,1.85
Color,Madea Goes to Jail ,English,USA,,2009,1.85
Color,Step Up 2: The Streets ,English,USA,23000000,2008,1.85
Color,Hoodwinked! ,English,USA,17500000,2005,1.85
Color,City of Ghosts ,English,USA,17500000,2002,1.85
Color,The Others ,English,USA,17000000,2001,1.85
Color,Aliens ,English,USA,18500000,1986,1.85
Color,Let's Be Cops ,English,USA,17000000,2014,1.85
Color,Sideways ,English,USA,12000000,2004,1.85
Color,Good Boy! ,English,USA,17000000,2003,1.85
Color,Saw 3D: The Final Chapter ,English,Canada,20000000,2010,1.85
Color,40 Days and 40 Nights ,English,USA,17000000,2002,1.85
Color,A Night at the Roxbury ,English,USA,17000000,1998,1.85
Color,Pitch Perfect ,English,USA,17000000,2012,1.85
Color,Summer Catch ,English,USA,34000000,2001,1.85
Color,A Simple Plan ,English,UK,17000000,1998,1.85
Color,The Adventures of Elmo in Grouchland ,English,USA,17000000,1999,1.85
Color,My Life in Ruins ,English,USA,17000000,2009,1.85
Color,American Dreamz ,English,USA,19000000,2006,1.85
Color,How She Move ,English,Canada,,2007,1.85
Color,Shanghai Surprise ,English,UK,17000000,1986,1.85
Color,The Illusionist ,English,USA,16000000,2006,1.85
Color,My Girl ,English,USA,16500000,1991,1.85
Color,Fur: An Imaginary Portrait of Diane Arbus ,English,USA,16800000,2006,1.85
Color,The Illusionist ,English,USA,16000000,2006,1.85
Color,Wall Street ,English,USA,15000000,1987,1.85
Color,Sense and Sensibility ,English,USA,16500000,1995,1.85
Color,House of Sand and Fog ,English,USA,15000000,2003,1.85
Color,Dead Poets Society ,English,USA,16400000,1989,1.85
Color,Dumb & Dumber ,English,USA,16000000,1994,1.85
Color,When Harry Met Sally... ,English,USA,16000000,1989,1.85
Color,The Verdict ,English,USA,16000000,1982,1.85
Color,Road Trip ,English,USA,15600000,2000,1.85
Color,Varsity Blues ,English,USA,16000000,1999,1.85
Color,Moonrise Kingdom ,English,USA,16000000,2012,1.85
Color,The Texas Chainsaw Massacre: The Beginning ,English,USA,16000000,2006,1.85
Color,The Master of Disguise ,English,USA,16000000,2002,1.85
Color,Pan's Labyrinth ,Spanish,Spain,13500000,2006,1.85
Color,See Spot Run ,English,USA,35000000,2001,1.85
 Black and White,Baby Boy ,English,USA,16000000,2001,1.85
Color,Joe Dirt ,English,USA,17700000,2001,1.85
Color,Double Impact ,English,USA,15000000,1991,1.85
Color,The Women ,English,USA,16500000,2008,1.85
Color,Vicky Cristina Barcelona ,English,Spain,15500000,2008,1.85
Color,Boys and Girls ,English,USA,16000000,2000,1.85
Color,White Oleander ,English,USA,16000000,2002,1.85
Color,Jennifer's Body ,English,USA,16000000,2009,1.85
Color,Drowning Mona ,English,USA,16000000,2000,1.85
Color,Radio Days ,English,USA,16000000,1987,1.85
Color,Remember Me ,English,USA,16000000,2010,1.85
Color,How to Deal ,English,USA,16000000,2003,1.85
Color,My Stepmother Is an Alien ,English,USA,20000000,1988,1.85
Color,Philadelphia ,English,USA,26000000,1993,1.85
Color,The Cookout ,English,USA,,2004,1.85
Color,Duets ,English,USA,15000000,2000,1.85
Color,Hollywood Ending ,English,USA,16000000,2002,1.85
Color,Highlander ,English,UK,16000000,1986,1.85
Color,Steel ,English,USA,16000000,1997,1.85
Color,Soul Plane ,English,USA,16000000,2004,1.85
Color,Hachi: A Dog's Tale ,English,USA,16000000,2009,1.85
Color,Juwanna Mann ,English,USA,15600000,2002,1.85
Color,Slow Burn ,English,USA,15500000,2005,1.85
Color,Slither ,English,Canada,15500000,2006,1.85
Color,Beverly Hills Cop ,English,USA,14000000,1984,1.85
Color,Home Alone ,English,USA,18000000,1990,1.85
Color,3 Men and a Baby ,English,USA,11000000,1987,1.85
Color,The King's Speech ,English,UK,15000000,2010,1.85
Color,Twins ,English,USA,15000000,1988,1.85
Color,The Color Purple ,English,USA,15000000,1985,1.85
Color,Private Benjamin ,English,USA,10000000,1980,1.85
Color,Coal Miner's Daughter ,English,USA,,1980,1.85
Color,Diary of a Wimpy Kid ,English,USA,15000000,2010,1.85
Color,Mama ,English,Canada,20000000,2013,1.85
Color,National Lampoon's Vacation ,English,USA,15000000,1983,1.85
Color,Bad Grandpa ,English,USA,15000000,2013,1.85
Color,The Queen ,English,UK,9800000,2006,1.85
Color,Beetlejuice ,English,USA,15000000,1988,1.85
Color,Why Did I Get Married? ,English,USA,15000000,2007,1.85
Color,Little Women ,English,USA,15000000,1994,1.85
Color,Big Fat Liar ,English,USA,15000000,2002,1.85
Color,Wag the Dog ,English,USA,15000000,1997,1.85
Color,The Faculty ,English,USA,15000000,1998,1.85
Color,What's Love Got to Do with It ,English,USA,,1993,1.85
Color,Cop Land ,English,USA,10000000,1997,1.85
Color,Not Another Teen Movie ,English,USA,16000000,2001,1.85
Color,End of Watch ,English,USA,7000000,2012,1.85
Color,Aloha ,English,USA,37000000,2015,1.85
Color,The Skulls ,English,USA,15000000,2000,1.85
Color,Where the Heart Is ,English,USA,15000000,2000,1.85
Color,Halloween II ,English,USA,15000000,2009,1.85
Color,The Last House on the Left ,English,USA,15000000,2009,1.85
Color,The Wedding Date ,English,USA,15000000,2005,1.85
Color,The Princess Bride ,English,USA,16000000,1987,1.85
Color,Confessions of a Teenage Drama Queen ,English,Germany,15000000,2004,1.85
Color,The Object of My Affection ,English,USA,15000000,1998,1.85
Color,28 Weeks Later ,English,UK,15000000,2007,1.85
Color,When the Game Stands Tall ,English,USA,15000000,2014,1.85
Color,Because of Winn-Dixie ,English,USA,14000000,2005,1.85
Color,Love & Basketball ,English,USA,15000000,2000,1.85
Color,Grosse Pointe Blank ,English,USA,15000000,1997,1.85
Color,All About Steve ,English,USA,15000000,2009,1.85
Color,Book of Shadows: Blair Witch 2 ,English,USA,15000000,2000,1.85
Color,The Craft ,English,USA,15000000,1996,1.85
Color,Match Point ,English,UK,15000000,2005,1.85
Color,Nowhere to Run ,English,USA,15000000,1993,1.85
Color,The Marine ,English,USA,20000000,2006,1.85
Color,Disturbing Behavior ,English,Australia,15000000,1998,1.85
Color,The Hurt Locker ,English,USA,15000000,2008,1.85
Color,Freddy Got Fingered ,English,USA,15000000,2001,1.85
Color,The Pirates Who Don't Do Anything: A VeggieTales Movie ,English,USA,15000000,2008,1.85
Color,New York Stories ,English,USA,15000000,1989,1.85
Color,Barney's Great Adventure ,English,Canada,15000000,1998,1.85
Color,Home Fries ,English,USA,15000000,1998,1.85
Color,Here on Earth ,English,USA,15000000,2000,1.85
Color,Brazil ,English,UK,15000000,1985,1.85
Color,The Big Lebowski ,English,USA,15000000,1998,1.85
Color,Whatever It Takes ,English,USA,15000000,2000,1.85
Color,Boat Trip ,English,USA,20000000,2002,1.85
Color,Hoot ,English,USA,15000000,2006,1.85
Color,The Rocker ,English,USA,15000000,2008,1.85
Color,Post Grad ,English,USA,15000000,2009,1.85
Color,Promised Land ,English,USA,15000000,2012,1.85
Color,Whatever Works ,English,USA,15000000,2009,1.85
 Black and White,The In Crowd ,English,USA,15000000,2000,1.85
Color,Jakob the Liar ,English,France,15000000,1999,1.85
Color,Idle Hands ,English,USA,20000000,1999,1.85
Color,Mulholland Drive ,English,France,15000000,2001,1.85
Color,You Will Meet a Tall Dark Stranger ,English,USA,22000000,2010,1.85
Color,Funny Games ,English,USA,15000000,2007,1.85
Color,Things to Do in Denver When You're Dead ,English,USA,7000000,1995,1.85
Color,The Return ,Russian,Russia,,2003,1.85
Color,The Good Night ,English,USA,15000000,2007,1.85
Color,Groundhog Day ,English,USA,14600000,1993,1.85
Color,Fatal Attraction ,English,USA,14000000,1987,1.85
Color,Pretty Woman ,English,USA,14000000,1990,1.85
 Black and White,Cool Runnings ,English,USA,15000000,1993,1.85
Color,My Bloody Valentine ,English,USA,15000000,2009,1.85
Color,Dangerous Liaisons ,English,USA,14000000,1988,1.85
Color,White Fang ,English,USA,14000000,1991,1.85
Color,Superstar ,English,USA,14000000,1999,1.85
Color,Jonah: A VeggieTales Movie ,English,USA,14000000,2002,1.85
Color,Poetic Justice ,English,USA,14000000,1993,1.85
Color,Vampire in Brooklyn ,English,USA,20000000,1995,1.85
Color,Exorcist II: The Heretic ,English,USA,14000000,1977,1.85
Color,My Boss's Daughter ,English,USA,14000000,2003,1.85
Color,Dead Man on Campus ,English,USA,14000000,1998,1.85
Color,Tea with Mussolini ,English,Italy,12000000,1999,1.85
Color,Thinner ,English,USA,8500000,1996,1.85
Color,Crooklyn ,English,USA,14000000,1994,1.85
Color,I Think I Love My Wife ,English,USA,,2007,1.85
Color,Jason X ,English,USA,11000000,2001,1.85
Color,Big Fat Liar ,English,USA,15000000,2002,1.85
Color,The Diving Bell and the Butterfly ,French,France,,2007,1.85
Color,A Walk on the Moon ,English,USA,14000000,1999,1.85
Color,Soul Survivors ,English,USA,14000000,2001,1.85
Color,Jefferson in Paris ,English,France,14000000,1995,1.85
Color,Amen. ,English,France,103000000,2002,1.85
Color,The Lucky Ones ,English,USA,15000000,2008,1.85
Color,Margaret ,English,USA,14000000,2011,1.85
Color,Stan Helsing ,English,Canada,,2009,1.85
Color,Flipped ,English,USA,14000000,2010,1.85
Color,Brokeback Mountain ,English,USA,14000000,2005,1.85
Color,Clueless ,English,USA,12000000,1995,1.85
Color,Far from Heaven ,English,USA,13500000,2002,1.85
Color,Hot Tub Time Machine 2 ,English,USA,14000000,2015,1.85
Color,Quills ,English,UK,13500000,2000,1.85
Color,The Caveman's Valentine ,English,USA,,2001,1.85
Color,Downfall ,German,Germany,13500000,2004,1.85
Color,Under the Skin ,English,UK,,2013,1.85
Color,"Good Morning, Vietnam ",English,USA,13000000,1987,1.85
Color,Justin Bieber: Never Say Never ,English,USA,13000000,2011,1.85
Color,The Godfather: Part II ,English,USA,13000000,1974,1.85
Color,Save the Last Dance ,English,USA,13000000,2001,1.85
Color,A Nightmare on Elm Street 4: The Dream Master ,English,USA,7000000,1988,1.85
Color,Miracles from Heaven ,English,USA,13000000,2016,1.85
Color,Young Guns ,English,USA,13000000,1988,1.85
Color,St. Vincent ,English,USA,13000000,2014,1.85
Color,10 Things I Hate About You ,English,USA,16000000,1999,1.85
Color,The New Guy ,English,USA,13000000,2002,1.85
Color,Loaded Weapon 1 ,English,USA,8200000,1993,1.85
Color,The Butterfly Effect ,English,USA,13000000,2004,1.85
Color,Snow Day ,English,USA,13000000,2000,1.85
Color,Baby Geniuses ,English,USA,18000000,1999,1.85
Color,The Big Hit ,English,USA,13000000,1998,1.85
Color,Harriet the Spy ,English,USA,13000000,1996,1.85
Color,Child's Play 2 ,English,USA,13000000,1990,1.85
Color,The Mist ,English,USA,18000000,2007,1.85
Color,Being John Malkovich ,English,USA,13000000,1999,1.85
Color,Two Can Play That Game ,English,USA,6000000,2001,1.85
Color,Earth to Echo ,English,USA,13000000,2014,1.85
Color,Crazy/Beautiful ,English,USA,14000000,2001,1.85
Color,Dirty Work ,English,Canada,13000000,1998,1.85
Color,Dick ,English,France,13000000,1999,1.85
Color,Light It Up ,English,USA,13000000,1999,1.85
Color,54 ,English,USA,13000000,1998,1.85
Color,"Paris, je t'aime ",French,France,13000000,2006,1.85
Color,Chloe ,English,USA,11000000,2009,1.85
Color,Faithful ,English,USA,13000000,1996,1.85
Color,Find Me Guilty ,English,Germany,13000000,2006,1.85
Color,The Perks of Being a Wallflower ,English,USA,13000000,2012,1.85
Color,Excessive Force ,English,USA,3000000,1993,1.85
Color,Infamous ,English,USA,13000000,2006,1.85
Color,The Vatican Tapes ,English,USA,8495000,2015,1.85
Color,The Call ,English,USA,13000000,2013,1.85
Color,I Love You Phillip Morris ,English,France,13000000,2009,1.85
Color,The Emperor's Club ,English,USA,12500000,2002,1.85
Color,Cat People ,English,USA,18000000,1982,1.85
Color,Lars and the Real Girl ,English,USA,12000000,2007,1.85
Color,The Boy in the Striped Pajamas ,English,UK,12500000,2008,1.85
Color,The Funeral ,English,USA,12500000,1996,1.85
Color,Solitary Man ,English,USA,15000000,2009,1.85
Color,Machete ,English,USA,10500000,2010,1.85
Color,American Pie ,English,USA,11000000,1999,1.85
Color,Ernest & Celestine ,French,France,9600000,2012,1.85
Color,The Golden Child ,English,USA,25000000,1986,1.85
Color,Barbershop ,English,USA,12000000,2002,1.85
Color,Ace Ventura: Pet Detective ,English,USA,12000000,1994,1.85
Color,WarGames ,English,USA,12000000,1983,1.85
Color,Witness ,English,USA,12000000,1985,1.85
Color,Beavis and Butt-Head Do America ,English,USA,12000000,1996,1.85
Color,Jackie Brown ,English,USA,12000000,1997,1.85
Color,Harold & Kumar Escape from Guantanamo Bay ,English,USA,12000000,2008,1.85
Color,Chronicle ,English,USA,12000000,2012,1.85
Color,Yentl ,English,UK,12000000,1983,1.85
Color,Time Bandits ,English,UK,5000000,1981,1.85
Color,Crossroads ,English,USA,12000000,2002,1.85
Color,Project X ,English,USA,12000000,2012,1.85
Color,One Hour Photo ,English,USA,12000000,2002,1.85
Color,Quarantine ,English,USA,12000000,2008,1.85
Color,How High ,English,USA,12000000,2001,1.85
Color,The Muppet Christmas Carol ,English,USA,12000000,1992,1.85
 Black and White,Frida ,English,USA,12000000,2002,1.85
Color,Katy Perry: Part of Me ,English,USA,12000000,2012,1.85
Color,The Fault in Our Stars ,English,USA,12000000,2014,1.85
Color,Stir of Echoes ,English,USA,12000000,1999,1.85
Color,Philomena ,English,UK,12000000,2013,1.85
Color,The Boys from Brazil ,English,UK,12000000,1978,1.85
Color,Aquamarine ,English,USA,12000000,2006,1.85
Color,My Baby's Daddy ,English,USA,,2004,1.85
Color,Tales from the Crypt: Demon Knight ,English,USA,13000000,1995,1.85
Color,Max Keeble's Big Move ,English,USA,12000000,2001,1.85
Color,Young Adult ,English,USA,12000000,2011,1.85
Color,How to Be a Player ,English,USA,,1997,1.85
Color,Rachel Getting Married ,English,USA,,2008,1.85
Color,The Postman Always Rings Twice ,English,USA,12000000,1981,1.85
Color,Das Boot ,German,West Germany,14000000,1981,1.85
Color,Sorority Boys ,English,USA,12000000,2002,1.85
Color,Arbitrage ,English,USA,12000000,2012,1.85
Color,Screwed ,English,USA,10000000,2000,1.85
Color,Fortress ,English,Australia,8000000,1992,1.85
Color,For Your Consideration ,English,USA,12000000,2006,1.85
Color,From Justin to Kelly ,English,USA,12000000,2003,1.85
Color,Girl 6 ,English,USA,12000000,1996,1.85
Color,In the Cut ,English,Australia,12000000,2003,1.85
Color,The Host ,Korean,South Korea,12215500000,2006,1.85
Color,The Pursuit of D.B. Cooper ,English,USA,12000000,1981,1.85
Color,Charlie Bartlett ,English,USA,12000000,2007,1.85
Color,The Dangerous Lives of Altar Boys ,English,USA,12000000,2002,1.85
Color,Married Life ,English,USA,12000000,2007,1.85
Color,Duma ,English,USA,12000000,2005,1.85
Color,Ondine ,English,Ireland,12000000,2009,1.85
Color,Brother ,English,USA,10000000,2000,1.85
Color,Critical Care ,English,Australia,12000000,1997,1.85
Color,Breakfast of Champions ,English,USA,12000000,1999,1.85
Color,Cypher ,English,USA,7500000,2002,1.85
Color,Home ,English,USA,135000000,2015,1.85
Color,10 Days in a Madhouse ,English,USA,12000000,2015,1.85
Color,Snatch ,English,UK,6000000,2000,1.85
Color,Pet Sematary ,English,USA,11500000,1989,1.85
Color,Madadayo ,Japanese,Japan,11900000,1993,1.85
Color,High School Musical 3: Senior Year ,English,USA,11000000,2008,1.85
Color,Jackass Number Two ,English,USA,,2006,1.85
Color,My Cousin Vinny ,English,USA,11000000,1992,1.85
Color,Major League ,English,USA,11000000,1989,1.85
Color,St. Trinian's ,English,UK,13500000,2007,1.85
Color,Dead Man Walking ,English,UK,11000000,1995,1.85
Color,Cruel Intentions ,English,USA,10500000,1999,1.85
Color,Saw VI ,English,Canada,11000000,2009,1.85
Color,Corky Romano ,English,USA,11000000,2001,1.85
Color,Raising Cain ,English,USA,12000000,1992,1.85
Color,F.I.S.T. ,English,USA,11000000,1978,1.85
Color,Brooklyn ,English,UK,11000000,2015,1.85
Color,Out Cold ,English,USA,11000000,2001,1.85
Color,The Ladies Man ,English,USA,11000000,2000,1.85
Color,Tomcats ,English,USA,11000000,2001,1.85
Color,Frailty ,English,USA,11000000,2001,1.85
Color,Army of Darkness ,English,USA,13000000,1992,1.85
Color,Slackers ,English,Canada,11000000,2002,1.85
Color,What's Eating Gilbert Grape ,English,USA,11000000,1993,1.85
Color,The Visual Bible: The Gospel of John ,English,Canada,17000000,2003,1.85
Color,Vera Drake ,English,UK,11000000,2004,1.85
Color,The Guru ,English,UK,11000000,2002,1.85
Color,The Perez Family ,English,USA,11000000,1995,1.85
Color,Inside Llewyn Davis ,English,USA,11000000,2013,1.85
Color,O ,English,USA,5000000,2001,1.85
Color,Return to the Blue Lagoon ,English,USA,11000000,1991,1.85
Color,Saw V ,English,USA,10800000,2008,1.85
Color,An Ideal Husband ,English,UK,14000000,1999,1.85
Color,E.T. the Extra-Terrestrial ,English,USA,10500000,1982,1.85
Color,The Blue Butterfly ,English,Canada,12500000,2004,1.85
Color,September Dawn ,,USA,11000000,2007,1.85
Color,La Famille Bélier ,French,France,11000000,2014,1.85
Color,Good Will Hunting ,English,USA,10000000,1997,1.85
Color,Saw III ,English,USA,10000000,2006,1.85
Color,Stripes ,English,USA,10000000,1981,1.85
Color,Bring It On ,English,USA,10000000,2000,1.85
Color,She's All That ,English,USA,10000000,1999,1.85
Color,Precious ,English,USA,10000000,2009,1.85
Color,Saw IV ,English,USA,10000000,2007,1.85
Color,Madea's Family Reunion ,English,USA,6000000,2006,1.85
Color,The Color of Money ,English,USA,13800000,1986,1.85
Color,The Mighty Ducks ,English,USA,10000000,1992,1.85
Color,The Grudge ,English,USA,10000000,2004,1.85
Color,Happy Gilmore ,English,USA,12000000,1996,1.85
Color,Jeepers Creepers ,English,Germany,10000000,2001,1.85
Color,Recess: School's Out ,English,USA,23000000,2001,1.85
Color,Commando ,English,USA,10000000,1985,1.85
Color,Friday After Next ,English,USA,20000000,2002,1.85
Color,The Last Dragon ,English,USA,10000000,1985,1.85
Color,Snatch ,English,UK,6000000,2000,1.85
Color,The Lawnmower Man ,English,UK,10000000,1992,1.85
Color,Nick and Norah's Infinite Playlist ,English,USA,9000000,2008,1.85
Color,Twilight Zone: The Movie ,English,USA,10000000,1983,1.85
Color,A Low Down Dirty Shame ,English,USA,10000000,1994,1.85
Color,Employee of the Month ,English,USA,12000000,2006,1.85
Color,Can't Hardly Wait ,English,USA,10000000,1998,1.85
Color,The Dead Zone ,English,USA,10000000,1983,1.85
 Black and White,Sugar Hill ,English,USA,10000000,1993,1.85
Color,Invasion U.S.A. ,English,USA,10000000,1985,1.85
Color,Kit Kittredge: An American Girl ,English,USA,10000000,2008,1.85
Color,The Perfect Man ,English,USA,25000000,2005,1.85
Color,Mo' Better Blues ,English,USA,10000000,1990,1.85
Color,Tremors ,English,USA,11000000,1990,1.85
Color,Wrong Turn ,English,USA,12600000,2003,1.85
Color,The Long Riders ,English,USA,10000000,1980,1.85
Color,Reno 911!: Miami ,English,USA,10000000,2007,1.85
Color,One Direction: This Is Us ,English,USA,10000000,2013,1.85
Color,"The Goods: Live Hard, Sell Hard ",English,USA,,2009,1.85
Color,Hey Arnold! The Movie ,English,USA,3000000,2002,1.85
Color,Love Jones ,English,USA,10000000,1997,1.85
Color,Office Space ,English,USA,10000000,1999,1.85
Color,Drop Dead Gorgeous ,English,Germany,10000000,1999,1.85
Color,Big Eyes ,English,USA,10000000,2014,1.85
Color,Very Bad Things ,English,USA,10000000,1998,1.85
Color,Sleepover ,English,USA,10000000,2004,1.85
Color,Body Double ,English,USA,10000000,1984,1.85
Color,Dirty Pretty Things ,English,UK,10000000,2002,1.85
Color,Movie 43 ,English,USA,6000000,2013,1.85
Color,Cedar Rapids ,English,USA,,2011,1.85
 Black and White,American History X ,English,USA,7500000,1998,1.85
Color,Teacher's Pet ,English,USA,10000000,2004,1.85
Color,The Red Violin ,French,Canada,10000000,1998,1.85
Color,On the Line ,English,USA,16000000,2001,1.85
Color,Rescue Dawn ,English,USA,10000000,2006,1.85
Color,"Jeff, Who Lives at Home ",English,USA,10000000,2011,1.85
Color,I Am Love ,Italian,Italy,10000000,2009,1.85
Color,Romeo Is Bleeding ,English,UK,11500000,1993,1.85
Color,The Limey ,English,USA,9000000,1999,1.85
Color,Malone ,English,USA,10000000,1987,1.85
Color,Bucky Larson: Born to Be a Star ,English,USA,10000000,2011,1.85
Color,Bamboozled ,English,USA,10000000,2000,1.85
Color,The Forest ,English,USA,10000000,2016,1.85
Color,While We're Young ,English,USA,10000000,2014,1.85
Color,A Better Life ,English,USA,10000000,2011,1.85
Color,Gun Shy ,English,USA,10000000,2000,1.85
Color,The Iceman ,English,USA,10000000,2012,1.85
Color,Cecil B. DeMented ,English,France,10000000,2000,1.85
Color,Killer Joe ,English,USA,11000000,2011,1.85
Color,The Brothers Solomon ,English,USA,10000000,2007,1.85
Color,Illuminata ,English,Spain,,1998,1.85
Color,Swept Away ,English,UK,10000000,2002,1.85
 Black and White,Shaolin Soccer ,Cantonese,Hong Kong,10000000,2001,1.85
Color,Rosewater ,English,USA,5000000,2014,1.85
Color,High Heels and Low Lifes ,English,UK,10000000,2001,1.85
Color,World's Greatest Dad ,English,USA,,2009,1.85
Color,Severance ,English,UK,5000000,2006,1.85
Color,Edmond ,English,USA,10000000,2005,1.85
Color,Welcome to the Rileys ,English,UK,,2010,1.85
Color,Police Academy: Mission to Moscow ,English,USA,6200000,1994,1.85
Color,An Alan Smithee Film: Burn Hollywood Burn ,English,USA,10000000,1997,1.85
Color,The Good Guy ,English,USA,8000000,2009,1.85
Color,Motherhood ,English,USA,5000000,2009,1.85
Color,Free Style ,English,Canada,,2008,1.85
Color,The Janky Promoters ,English,USA,,2009,1.85
Color,Blonde Ambition ,English,USA,10000000,2007,1.85
Color,Eulogy ,English,USA,6500000,2004,1.85
Color,The Devil's Tomb ,English,USA,10000000,2009,1.85
Color,Adventureland ,English,USA,,2009,1.85
Color,The Lost City ,English,USA,9600000,2005,1.85
Color,Next Friday ,English,USA,9500000,2000,1.85
Color,Amour ,French,France,8900000,2012,1.85
Color,Poltergeist III ,English,USA,10500000,1988,1.85
,Into the Grizzly Maze ,English,USA,10000000,2015,1.85
Color,The Texas Chain Saw Massacre ,English,USA,83532,1974,1.85
Color,The Best Man ,English,USA,9000000,1999,1.85
Color,Child's Play ,English,USA,9000000,1988,1.85
Color,Sicko ,English,USA,9000000,2007,1.85
Color,Down to You ,English,USA,9000000,2000,1.85
